"id","name","year","rank"
324115,Tam i z powrotem,2002,6.3
324116,Tam II - vojaska verzija,1979,
324117,Tam Lin,1970,5.7
324118,Tam na horch,1920,
324119,Tam na konecne,1957,
324120,"Tam o' Shanter, The",1915,
324121,Tam O'Shanter,1930,
324122,Tam Tam,1976,
324123,Tam tam mayumbe,1955,
324124,Tam tam nell'oltre Giuba,1953,
324125,Tam Tam oder Wohin die Reise geht,1989,
324126,"Tam tams se sont tus, Les",1972,
324127,Tam za lesem,1962,
324128,"Tam, gde mnogo solntsa",1962,
324129,"Tam, gde nas net",1986,
324130,"Tam, gde nebo lezhit na zemle",1990,
324131,"Tam, gde tsvetut edelvejsy",1966,
324132,"Tam, gdye dlinnaya zima",1968,
324133,"Tam, kde hnizdi cpi",1975,
324134,"Tam, na nevedomykh dorozhkakh...",1982,9.4
324135,"Tam, za gorizontom",1975,
324136,Tama Ba? Tama Na!,1993,
324137,"Tama na, Erap",1974,
324138,"Tama tis Annoulas, To",1951,
324139,"Tama, To",2000,7.1
324140,Tamaasobi,1996,
324141,Tamacha,1988,
324142,Tamahine,1963,5.3
324143,"Tamaiti, O",1996,
324144,"Tamal, El",2003,
324145,Tamala 2010,2002,6.5
324146,"Tamale Vendor, The",1931,
324147,Taman el saada,1939,
324148,"Tamandra, the Gypsy",1913,
324149,Tamango,1957,6.0
324150,Tamangur,1998,
324151,"Tamanho Que No Cai Bem, O",2001,
324152,Tamanna,1942,
324153,Tamanna,1969,
324154,Tamanna,1997,8.2
324155,"Tamanqueiro, O",1963,
324156,Tamara,1944,
324157,Tamara,1968,
324158,Tamara,2004,7.5
324159,Tamara,2005,
324160,Tamara la complaisante,1937,
324161,Tamara's Blow Jobs,1991,
324162,Tamara's Dreams,1989,
324163,"Tamarind Seed, The",1974,5.8
324164,Tamaro,1999,7.8
324165,Tamasa Teere,1989,
324166,Tamasha,1942,
324167,Tamasha,1952,
324168,Tamaulipas,1970,
324169,Tamayo,1967,
324170,Tambari,1977,
324171,Tambdi Maati,1969,
324172,Tambien ellos tienen ilusiones,1956,
324173,Tambien la muerte puede morir,1990,
324174,Tambien las mujeres pueden,2001,
324175,Tambin de dolor se canta,1950,5.8
324176,Tambin hay cielo sobre el mar,1958,
324177,Tambo,1990,
324178,"Tambor de Tacuar, El",1948,
324179,"Tambor del Bruch, El",1948,
324180,Tambor y cascabel,1944,
324181,"Tambores de Fu-Aguarrs, Los",1945,
324182,Tambores en la colina,1956,
324183,Tambour battant,1933,
324184,Tambour battant,1953,
324185,"Tambour du Bief, Le",1971,
324186,"Tambourin fantastique, Le",1908,
324187,Tambourine Dance by Annabelle,1896,
324188,Tambours de pierre,1965,
324189,Tambours sur la digue,2003,
324190,Tamburasi,1982,
324191,Tambm Somos Irmos,1949,
324192,"Tame Cat, A",1912,
324193,"Tame Cat, The",1921,
324195,Tameiki,1973,
324196,Tameiki,2000,
324197,Tameki no taisho,1965,
324198,Tamen zheng nianqing,1987,
324199,"Tameno, To",2002,
324200,Tamerau nakare wakodo yo,1935,
324201,Tamere Champone Ame Kel,1978,
324202,Tamerlano,2001,
324203,Tamerlano the Great,1991,
324205,Tamigotcha,2000,
324206,Taming a Grandfather,1910,
324207,Taming a Husband,1910,
324208,Taming a Tenderfoot,1913,
324209,Taming a Tyrant,1911,
324210,Taming Liza,1916,
324211,"Taming of Betty, The",1913,
324212,"Taming of Big Ben, The",1912,
324213,"Taming of Flame, The",1992,
324214,"Taming of Grouchy Bill, The",1916,
324215,"Taming of Jane, The",1910,
324216,"Taming of Kay, The",1993,
324218,"Taming of Mary, The",1912,
324219,"Taming of Mary, The",1915,
324221,"Taming of Tami, The",1990,
324222,Taming of Tammy 2,1992,
324223,"Taming of Texas Pete, The",1913,
324224,Taming of the Demons,1986,
324225,Taming of the Shrew,1999,
324226,"Taming of the Shrew, The",1908,5.3
324227,"Taming of the Shrew, The",1911,
324228,"Taming of the Shrew, The",1923,
324229,"Taming of the Shrew, The",1929,5.8
324230,"Taming of the Shrew, The",1939,
324231,"Taming of the Shrew, The",1952,
324232,"Taming of the Shrew, The",1956,
324233,"Taming of the Shrew, The",1967,6.7
324234,"Taming of the Shrew, The",1973,
324235,"Taming of the Shrew, The",1976,
324236,"Taming of the Shrew, The",1980,
324237,"Taming of the Shrew, The",1983,
324238,"Taming of the Shrew, The",1988,
324239,Taming of the Shrewd,1925,
324240,"Taming of the Snood, The",1940,
324241,"Taming of the West, The",1925,
324242,"Taming of the West, The",1939,5.8
324243,"Taming Power of the Small, The",1995,5.0
324244,Taming Sutton's Gal,1957,
324245,Taming Target Center,1917,
324246,Taming the Cat,1948,
324247,Taming the East,1925,
324248,Taming the Floods,1999,
324249,Taming the Wild,1937,
324250,Taming Their Parents,1912,
324251,Taming Tony,1917,
324252,Taming Wild Animals,1910,
324253,"Taming, The",1968,
324254,Tamirci parasi,1965,
324255,"Tammany Boarder, A",1913,
324256,Tammany's Tiger,1916,
324257,"Tamme vagthund, Den",2003,
324258,Tammi Ann Exposed,1997,
324259,Tammi Ann Is Just a Girl,1996,
324260,Tammi Ann: The Girl Just Can't Help It,1995,
324261,Tammy and the Bachelor,1957,6.1
324262,Tammy and the Doctor,1963,4.2
324263,Tammy and the Millionaire,1967,5.3
324264,Tammy and the T-Rex,1994,2.2
324265,Tammy Lee Does Venice Beach,2001,
324266,Tammy Tell Me True,1961,4.9
324268,Tamna je noc,1995,8.6
324269,Tamnava,1981,
324270,Tamnicari,1990,
324271,Tamo gde bakar tece,1964,
324272,Tamo gdje prestaje zakon,1963,
324273,Tamo i natrag,1978,6.9
324274,"Tamo, kraj opasne rijeke",1957,
324275,Tamozhnya,1982,5.0
324276,"Tampa Bay Hotel, Tampa, Fla.",1898,
324278,Tampico,1944,7.5
324279,Tampico,1971,
324280,Tampico en su primer centenario,1923,
324281,Tampisaw,2002,
324282,"Tampon du capiston, Le",1930,
324283,"Tampon du capiston, Le",1950,
324284,Tampon Tango,1975,
324285,Tampopo,1985,7.6
324286,Tamr henna,1957,
324287,Tamtako prohora ksevromisse ti hora,1989,
324288,"Tamtakos, o electronikos",1987,
324289,Tamu Agung,1955,
324290,Tams s Juli,1997,7.4
324291,Tams rfi kalandjai,1918,
324292,Tan Badan,1986,
324293,Tan bueno el giro como el colorado,1959,
324294,Tan de repente,2002,6.6
324295,"Tan lejos, tan cerca",1998,
324296,Tan Lines: The Making of Suntanned Bikini,2003,
324297,Tana,1958,
324298,Tana a Dva Pistolnici,1967,
324299,"Tana, La",1967,
324300,Tanablet el sultan,1965,
324301,"Tanah Lot, stin akri tis yis",1995,
324302,Tanaka,2001,
324303,Tanariri,1975,
324304,Tanase Scatiu,1976,6.4
324305,Tanata,1974,
324306,Tanatofobia ili masina je mrtva,1996,
324307,Tanba Tetsuro no daireikai shindara dounaru,1989,
324308,Tanba Tetsuro no daireikai shindara odoroita!!,1990,
324309,Tanba Tetsur no chij (koko),1980,
324310,Tanbark and Turf,1955,
324311,"Tancred Commandery, Pittsburg",1898,
324312,Tancredi,1992,
324313,Tancul,2003,5.8
324314,Tancz,1988,
324315,Tanczacy jastrzab,1977,6.0
324316,Tanda Singui,1972,
324317,Tandang sora,1947,
324318,"Tandas del principal, Las",1949,
324319,Tandava Krishnudu,1984,
324320,Tandem,1986,
324321,Tandem,1987,7.4
324322,Tandem,1991,
324323,Tandem,1994,5.2
324324,Tandem,2000,6.5
324325,Tandem Hurdle Jumping,1897,
324326,Tandem mit Kettmann,1973,
324327,Tandem: faux-raccords,2001,
324328,Tandil Forever,2003,8.7
324329,Tandlge p sengekanten,1971,4.2
324330,Tandra Paparayudu,1986,
324331,Tandretea lacustelor,2002,
324332,Tandri,1953,
324333,Tandrulu Kodukulu,1961,
324334,Tanec lsky a smrti,1993,
324335,Tanecnice,1943,
324336,Tanets dyavola,1992,
324337,Tang bo hu yu qiu xiang,1956,
324338,Tang Bohu dian Qiuxiang,1993,7.0
324339,Tang chao jin gong feng yue,1993,
324340,Tang lang,1978,7.9
324341,Tang ren jie xiao zi,1977,6.5
324342,Tang shan da xiong,1971,6.3
324343,Tang shan da xiong 2,1976,5.5
324344,Tang shan gong fu,1973,
324345,Tang shou tai quan dao,1972,
324346,Tang xi feng yue hen,1992,
324347,Tanga (Deu no New York Times?),1987,
324348,Tanganyika,1954,5.5
324349,Tangaran bats yerknqi tak,1963,
324350,"Tangarela, a Tanga de Cristal",1976,
324351,Tange ejdeha,1968,
324352,Tange Sazen,1928,
324353,Tange Sazen,1933,
324354,Tange Sazen,1937,
324355,Tange Sazen,1952,
324356,Tange Sazen,1953,
324357,Tange Sazen doto-hen,1959,
324358,Tange Sazen II,1953,
324359,Tange Sazen III,1954,
324360,Tange Sazen kanketsu,1956,
324361,Tange Sazen yowa: Hyakuman ryo no tsubo,1935,9.0
324362,Tange Sazen zoku,1938,
324363,Tange Sazen: Hien iaigiri,1966,
324364,Tange Sazen: Kenun no maki,1956,
324365,Tange Sazen: Kenun Unkon no maki,1962,
324366,Tange Sazen: Nuretsubame itto-ryu,1961,
324367,Tange Sazen: sekigan no maki,1939,
324368,Tange Sazen: Unkon no maki,1956,
324369,Tange Sazen: yoto nuretsubame,1960,
324370,Tange Sazen: zankoku no kawa,1963,
324371,Tangents,1994,1.7
324372,Tanger - Legende einer Stadt,2000,
324373,"Tanger, le rve des brleurs",2003,
324375,Tangerine,2001,
324376,"Tangerine Bear, The",2000,4.9
324377,Tangerine Dream: The Video Dream Mixes,1996,
324378,Tangerine Girl,1998,
324379,Tangewala,1972,
324380,Tangewali,1955,
324381,"Tangi kong pag-ibig, Ang",1954,
324382,Tangible Fathers,1998,
324383,Tangier,1946,
324384,Tangier Cop,1997,4.4
324385,Tangier Incident,1953,
324386,Tangiers,1982,4.2
324387,Tanging ikaw,1968,
324388,"Tanging Ina, Ang",2003,7.7
324389,Tanging yaman,2000,8.0
324390,"Tangle of Fates, A",1911,
324391,"Tangle, The (1914/I)",1914,
324392,"Tangle, The (1914/II)",1914,
324393,Tangled,1912,
324395,Tangled,1997,
324396,Tangled,2000,
324397,Tangled,2001,5.5
324398,"Tangled Affair, A",1913,
324399,"Tangled Angler, The",1941,
324400,"Tangled Cat, The",1914,
324401,Tangled Destinies,1932,5.9
324402,Tangled Evidence,1934,
324403,Tangled Fates,1916,
324404,Tangled Fortunes,1932,
324405,Tangled Hearts,1916,
324406,Tangled Herds,1926,
324407,Tangled Lines,1911,
324408,Tangled Lives,1910,
324409,Tangled Lives,1911,
324410,Tangled Lives,1917,
324411,Tangled Lives,1918,
324412,"Tangled Marriage, A",1912,
324413,Tangled Relations,1912,
324414,Tangled Tangoists,1914,
324415,Tangled Television,1940,
324416,Tangled Threads,1919,
324417,Tangled Trails,1921,
324418,Tangled Travels,1944,
324419,"Tangled Web, The",1916,
324420,Tangling,1998,
324421,Tangna,1973,9.0
324422,Tango & Cash,1989,5.4
324423,Tango,1931,
324424,Tango (1933/I),1933,
324425,Tango,1936,
324426,Tango,1967,
324427,Tango,1969,
324428,Tango,1970,
324429,Tango,1972,
324430,Tango,1973,
324431,Tango,1976,
324432,Tango,1979,
324433,Tango,1980,
324434,Tango,1981,7.6
324435,Tango,1984,
324436,Tango,1990,
324437,Tango,1993,6.6
324438,Tango (1996/I),1996,5.4
324439,Tango,2001,
324440,Tango,2002,
324441,Tango,2003,
324442,Tango 2001,1973,
324443,Tango Americano,2001,
324444,Tango argentino,1900,
324445,Tango argentino,1969,
324446,Tango argentino,1992,6.0
324447,Tango Bar,1935,5.4
324448,Tango Bar,1988,6.3
324449,Tango Bar,1989,
324450,Tango Bayle nuestro,1987,8.5
324451,Tango Berlin,1997,
324452,Tango blu,1987,
324453,Tango Cavalier,1923,
324454,"Tango dalla Russia, Un",1965,
324455,"Tango Dancers, The",1920,
324456,"Tango de la muerte, El",1917,
324457,"Tango de la perversion, Le",1974,
324458,Tango de olvido,2002,
324459,"Tango del viudo, El",1967,
324460,"Tango della gelosia, Il",1980,
324461,"Tango des Rashevski, Le",2003,6.0
324462,Tango deseo,2002,
324463,Tango do Amor,1931,
324464,Tango du Midi,1987,
324465,Tango durch Deutschland,1981,
324466,"Tango en Broadway, El",1934,8.0
324467,"Tango en el cine, El",1980,
324468,"Tango en Pars, El",1956,
324469,"Tango es una historia, El",1983,
324470,Tango feroz: la leyenda de Tanguito,1993,6.4
324471,Tango Flush,1998,
324472,"Tango fr Dich, Ein",1930,
324473,Tango gondolier,2003,
324474,"Tango Ha'acharon, Ha-",1998,
324475,Tango im Bauch,1983,
324476,Tango in a Cold City,2000,
324477,Tango in Tuckerville,1914,
324478,Tango jalousi,1970,
324479,Tango Jalousie,1944,
324480,Tango Jalousie,1996,
324481,Tango je tuzna misao koja se plese,1997,4.3
324482,Tango Kabaree,2001,4.5
324483,"Tango Lesson, The",1997,6.2
324484,Tango Mad,1914,
324485,Tango mortal,1988,
324486,Tango mo,1987,
324487,Tango nad propastyu,1997,
324488,Tango no,2000,
324489,Tango Notturno,1937,
324490,Tango Octogenario,2003,
324491,Tango para dos,2002,
324492,Tango pro medveda,1966,
324493,Tango ptaka,1980,
324494,"Tango Tangle, A",1913,
324495,Tango Tangles,1914,6.0
324496,"Tango Tragedy, A",1914,
324497,Tango Versus Poker,1914,
324498,Tango vuelve a Pars,1948,
324499,Tango y tango,1984,
324500,"Tango, cancin de Buenos Aires",1978,
324501,"Tango, mambo et cha-cha-cha",1995,
324502,"Tango, no me dejes nunca",1998,6.7
324503,"Tango, the Obsession",1998,
324504,"Tango, un giro extrao",2004,9.2
324505,"Tango, una historia de sur",1982,
324506,"Tango-Knigin, Die",1913,
324507,Tango: A Spectacular Performance,2003,
324508,Tangoed Lives,2002,
324509,Tangos vols,2002,5.4
324510,"Tangos, l'exil de Gardel",1985,7.6
324511,"Tangospieler, Der",1991,
324512,Tangotango,1993,
324513,"Tangram, The",1914,
324514,Tangsir,1974,7.3
324515,Tanguera,1989,
324516,Tangueria,1995,
324517,Tanguy,2001,6.6
324518,Tangy Guacamole,2003,3.6
324519,Tang (1996/II),1996,
324520,Tanhai,1961,
324521,Tanhai,1972,
324522,Tani tatuwen piyabanna,2002,5.0
324523,Tania,1967,
324524,Tania - La Guerrillera,1991,
324525,Tania 403,2002,
324526,Tania Boralis ou L'toile d'un t,2001,
324527,Tania la bella salvaje,1948,
324530,Tanie pieniadze,1986,
324531,Taniec trzcin,2000,
324532,Tanik,1992,
324533,Tanikalang apoy,1959,
324534,Tanima no rekisi,1954,
324535,Tanin no kankei,1994,
324536,Tanin no kao,1966,7.8
324537,Tanja,1969,
324538,Tanja,1995,
324539,Tanja - Die Nackte von der Teufelsinsel,1967,
324540,Tanjavanja,1994,
324541,Tanjir vrucih cvaraka,1975,
324542,Tanjong kelang,2002,
324543,Tanju na hanashi,1992,
324544,Tanjuska ja seitsemn perkelett,1993,5.7
324545,Tank 'Klim Voroshilov-2',1990,7.9
324546,Tank,1984,4.8
324547,Tank Battalion,1957,4.4
324548,Tank Commandos,1959,3.7
324549,Tank Convoy,1943,
324550,Tank Dive: Excerpts,1965,
324551,Tank Girl,1995,4.5
324552,Tank Malling,1989,3.7
324553,Tank Platoon,1989,
324554,"Tank Town Troupe, The",1916,
324555,Tanka,1976,
324556,Tanka-traktirshchitsa,1929,
324557,Tankar om flickor,1995,
324558,Tanken som rknas,2003,
324559,Tanker,1970,
324560,Tanker,1971,
324561,Tanker Tango,2005,
324562,Tankisty,1942,
324563,"Tankless Job, A",1917,
324564,"Tankmdel, Das",1933,
324565,Tankosic i Pavlovic,1976,
324566,Tankovy prapor,1991,7.2
324567,Tankov brigda,1955,
324568,Tanks,1942,
324569,Tanks,1970,
324570,Tanks a Million,1941,7.9
324571,"Tanks Are Coming, The",1941,4.8
324572,"Tanks Are Coming, The",1951,5.8
324573,"Tanks, The",1917,
324574,Tanks-Marine,1994,
324575,Tanktics,1999,
324576,TankUp.US,2003,9.8
324577,"Tankville Constable, The",1912,
324578,"Tankwart, Der",1991,
324579,Tann for Tann,1998,4.3
324580,Tanna,2001,
324581,"Tanne beugt sich, Eine",2003,
324582,Tanned Legs,1929,5.6
324583,Tannenberg,1932,
324584,Tanner's Jump,1998,
324585,Tanners letzte Chance,2002,
324586,"Tanners of Jharauta, The",1958,
324587,Tannhuser,1978,
324588,Tannhuser,1982,
324589,Tannhuser,1985,
324590,Tannhuser,1989,
324591,Tannhuser,1994,
324592,Tannhuser,2000,
324593,Tanning the Temps,1998,
324594,Tano da morire,1997,5.3
324595,Tanoaria,1963,
324596,Tanoshiki kana jinsei,1944,
324597,Tanoure-ye Deev,1985,
324598,Tanri sahidimdir,1951,
324599,Tansan the Mighty,1962,
324600,Tansan vs. Tarsan,1963,
324601,Tansen,1943,
324602,Tansen,1958,
324603,Tansen,2004,
324604,Tanshin funin: niizuma no himitsu,1980,
324605,Tanssi perhoseni tanssi,1999,
324606,Tanssi yli hautojen,1950,4.7
324607,Tanssijan kdet,1997,
324608,Tanssitaanko ensin,1999,
324609,Tansy,1921,
324610,Tant d'amour perdu,1958,
324611,Tant de chiens,2003,
324612,"Tant Grn, Tant Brun och Tant Gredelin",1947,
324613,Tant pis si je meurs,1985,
324614,Tant qu'il y aura de la pelloche,1998,
324615,Tant qu'il y aura des femmes,1955,
324616,Tant qu'il y aura des femmes,1987,5.7
324617,Tant qu'il y aura des pommes,2000,
324618,Tant qu'on a la sant,1966,
324619,Tant que je vivrai,1945,
324620,Tant que vous serez heureux,1911,
324621,Tanta Estrela Por A...,1992,
324623,"Tantalizing Fly, The",1919,6.5
324624,Tantalus: Behind the Mask,2001,
324625,Tante Blandine,1983,
324626,Tante Cramers testamente,1941,
324627,Tante Frieda - Neue Lausbubengeschichten,1965,5.3
324628,Tante Jutta aus Kalkutta,1953,
324629,Tante Jutta aus Kalkutta,1962,
324630,Tante Jutta aus Kalkutta,1990,
324631,Tante Maria,1981,
324632,Tante Pose,1940,6.5
324633,Tante Rschen will heiraten,1916,
324635,Tante Tut fra Paris,1956,
324636,Tante Wanda aus Uganda,1957,
324637,Tante Yora,1995,
324638,Tante Zita,1968,4.7
324639,"Tante  hritage, La",1923,
324640,Tantei jimusho 23: Kutabare akuto-domo,1963,8.6
324641,Tantei monogatari,1983,5.7
324642,Tantes,1984,
324643,Tanti auguri,1998,
324645,Tanto te gusta ese hombre,1996,
324646,Tanto tiempo,1992,3.7
324647,Tanto va la gatta al lardo...,1978,
324648,Tantra buin,1992,
324649,Tantraui bul,1984,
324650,Tantric Logic,2002,
324651,Tantsploshchadka,1985,
324652,Tantsuyushchiye prizraki,1992,
324653,Tantsy na kryshe,1985,
324654,Tanukichi no ohanashi,1931,
324655,Tanulmny a nkrl,1967,
324656,Tanya,1974,
324657,Tanya,1976,
324658,Tanya,1982,
324659,Tanya,1987,
324660,Tanya and Floyd,2002,
324661,Tanya Foxx After Hours,1993,
324662,Tanya Foxx Star Bound,1989,
324664,Tanya prontze,1931,
324666,"Tanz - Mein Leben, Der",1991,
324667,Tanz am Sonnabend,1962,
324668,"Tanz auf dem Vulkan - 1. Sybil Young, Der",1920,7.1
324669,"Tanz auf dem Vulkan - 2. Der Tod des Grofrsten, Der",1920,
324670,"Tanz auf dem Vulkan, Der",1938,4.6
324671,Tanz auf der Kippe,1991,
324672,Tanz der Farben,1939,
324673,Tanz der Krbiskpfe,1996,
324674,Tanz der verworfenen Ebene,1984,
324675,"Tanz geht weiter, Der",1930,
324676,Tanz in der Galerie,1957,
324677,Tanz in der Sonne,1954,7.4
324678,Tanz ins Glck,1930,
324679,Tanz ins Glck,1951,
324680,Tanz ins Glck,1979,
324681,Tanz mit dem Kaiser,1941,
324682,"Tanz mit dem Teufel - Die Entfhrung des Richard Oetker, Der",2001,
324683,Tanz mit dem Tod: Der Ufa-Star Sybille Schmitz,2000,
324684,Tanz mit dem Vulkan - Portrait Susan Sontag,1993,
324685,"Tanz um die Tnzerin, Der",1919,
324686,"Tanz um Liebe und Glck, Der",1921,
324687,Tanze mit mir in den Morgen,1962,
324688,Tanzen mcht' ich!,1992,
324689,"Tanzende Herz, Das",1953,
324690,Tanzende Hnde,1960,
324691,Tanzende Sterne,1952,7.7
324692,"Tanzende Tod, Der",1920,
324693,"Tanzende Wien, Das",1927,
324694,Tanzendes Gift,1918,
324695,Tanzendes Herz,1939,
324696,"Tanzhusar, Der",1931,
324697,Tanzmusik,1935,
324698,"Tanzstudent, Der",1928,
324699,Tanzstunden-Report,1973,
324700,"Tanr r, krem...",1956,
324701,Tantica,2001,
324702,"Tanvzr, A",1975,
324703,"Tantvny, A",1977,
324704,Tantvnyok,1999,
324705,"Tantvnyok, A",1985,7.5
324707,"Tantn, A",1917,
324708,"Tantn, A",1945,
324709,"Tantn, A",1985,
324710,"Tan, A",1969,7.2
324711,Tansgttel,1967,
324712,Tao,1923,
324713,Tao chu hei she hui de ri zi,1994,
324714,Tao chu shan hu hai,1986,
324715,Tao fan,1986,
324716,Tao fan,1991,6.6
324717,Tao gang zhe,1987,
324718,Tao hua jiang,1956,
324719,Tao hua lei,1960,
324720,Tao hua man tian hong,1995,
324721,Tao hua qi xue ji,1931,
324722,Tao hua yun,1959,
324723,Tao li zheng chun,1943,
324724,Tao li zheng chun,1962,
324725,Tao li zheng yan,1936,
324726,Tao no tsuki,1997,4.8
324727,"Tao of Caine: Production and Beyond, The",2003,
324728,Tao of Karate,1996,
324729,"Tao of Steve, The",2000,6.8
324730,Tao of the Dumpster,1996,
324731,Tao se jing ji,1973,
324732,Tao wang,1935,
324733,Tao wang,1975,
324734,Tao wang 48 xiao shi,1959,
324735,Tao xue ging xiong zhuan,1992,
324736,Tao xue wai zhuan,1988,2.9
324737,Tao xue wei long,1991,7.1
